"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM03C1","Total Sunshine Hours","195911","1959M11","002","Birr","Number","70.5"
"MTM03C1","Total Sunshine Hours","195911","1959M11","003","Valentia Observatory","Number","66.7"
"MTM03C1","Total Sunshine Hours","195911","1959M11","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195911","1959M11","005","Claremorris","Number","59.4"
"MTM03C1","Total Sunshine Hours","195911","1959M11","006","Clones","Number","62.4"
"MTM03C1","Total Sunshine Hours","195911","1959M11","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195911","1959M11","008","Dublin airport","Number","79.8"
"MTM03C1","Total Sunshine Hours","195911","1959M11","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195911","1959M11","010","Kilkenny","Number","59.5"
"MTM03C1","Total Sunshine Hours","195911","1959M11","011","Malin head","Number","72.5"
"MTM03C1","Total Sunshine Hours","195911","1959M11","012","Mullingar","Number","79.8"
"MTM03C1","Total Sunshine Hours","195911","1959M11","013","Roches Point","Number","72.9"
"MTM03C1","Total Sunshine Hours","195911","1959M11","014","Rosslare","Number","73.3"
"MTM03C1","Total Sunshine Hours","195911","1959M11","015","Shannon airport","Number","64.8"
"MTM03C1","Total Sunshine Hours","195912","1959M12","001","Belmullet","Number","27.5"
"MTM03C1","Total Sunshine Hours","195912","1959M12","002","Birr","Number","48.4"
"MTM03C1","Total Sunshine Hours","195912","1959M12","003","Valentia Observatory","Number","43.2"
"MTM03C1","Total Sunshine Hours","195912","1959M12","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195912","1959M12","005","Claremorris","Number","34.5"
"MTM03C1","Total Sunshine Hours","195912","1959M12","006","Clones","Number","37.6"
"MTM03C1","Total Sunshine Hours","195912","1959M12","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195912","1959M12","008","Dublin airport","Number","54.9"
"MTM03C1","Total Sunshine Hours","195912","1959M12","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195912","1959M12","010","Kilkenny","Number","59"
"MTM03C1","Total Sunshine Hours","195912","1959M12","011","Malin head","Number","29"
"MTM03C1","Total Sunshine Hours","195912","1959M12","012","Mullingar","Number","54.1"
"MTM03C1","Total Sunshine Hours","195912","1959M12","013","Roches Point","Number","62.8"
"MTM03C1","Total Sunshine Hours","195912","1959M12","014","Rosslare","Number","64.5"
"MTM03C1","Total Sunshine Hours","195912","1959M12","015","Shannon airport","Number","41.2"
"MTM03C1","Total Sunshine Hours","196001","1960M01","001","Belmullet","Number","61.5"
"MTM03C1","Total Sunshine Hours","196001","1960M01","002","Birr","Number","68.6"
"MTM03C1","Total Sunshine Hours","196001","1960M01","003","Valentia Observatory","Number","67.1"
"MTM03C1","Total Sunshine Hours","196001","1960M01","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196001","1960M01","005","Claremorris","Number","62.4"
"MTM03C1","Total Sunshine Hours","196001","1960M01","006","Clones","Number","50.3"
"MTM03C1","Total Sunshine Hours","196001","1960M01","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196001","1960M01","008","Dublin airport","Number","54.5"
"MTM03C1","Total Sunshine Hours","196001","1960M01","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196001","1960M01","010","Kilkenny","Number","68.8"
"MTM03C1","Total Sunshine Hours","196001","1960M01","011","Malin head","Number","42.3"
"MTM03C1","Total Sunshine Hours","196001","1960M01","012","Mullingar","Number","68.6"
"MTM03C1","Total Sunshine Hours","196001","1960M01","013","Roches Point","Number","70.4"
"MTM03C1","Total Sunshine Hours","196001","1960M01","014","Rosslare","Number","66.8"
"MTM03C1","Total Sunshine Hours","196001","1960M01","015","Shannon airport","Number","61.6"
"MTM03C1","Total Sunshine Hours","196002","1960M02","001","Belmullet","Number","105.6"
"MTM03C1","Total Sunshine Hours","196002","1960M02","002","Birr","Number","106.8"
"MTM03C1","Total Sunshine Hours","196002","1960M02","003","Valentia Observatory","Number","100.4"
"MTM03C1","Total Sunshine Hours","196002","1960M02","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196002","1960M02","005","Claremorris","Number","108.9"
"MTM03C1","Total Sunshine Hours","196002","1960M02","006","Clones","Number","103"
"MTM03C1","Total Sunshine Hours","196002","1960M02","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196002","1960M02","008","Dublin airport","Number","109"
"MTM03C1","Total Sunshine Hours","196002","1960M02","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196002","1960M02","010","Kilkenny","Number","111.1"
"MTM03C1","Total Sunshine Hours","196002","1960M02","011","Malin head","Number","109.5"
"MTM03C1","Total Sunshine Hours","196002","1960M02","012","Mullingar","Number","120.1"
"MTM03C1","Total Sunshine Hours","196002","1960M02","013","Roches Point","Number","107.7"
"MTM03C1","Total Sunshine Hours","196002","1960M02","014","Rosslare","Number","107.4"
"MTM03C1","Total Sunshine Hours","196002","1960M02","015","Shannon airport","Number","100.8"
"MTM03C1","Total Sunshine Hours","196003","1960M03","001","Belmullet","Number","98.1"
"MTM03C1","Total Sunshine Hours","196003","1960M03","002","Birr","Number","61.6"
"MTM03C1","Total Sunshine Hours","196003","1960M03","003","Valentia Observatory","Number","90.4"
"MTM03C1","Total Sunshine Hours","196003","1960M03","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196003","1960M03","005","Claremorris","Number","56.6"
"MTM03C1","Total Sunshine Hours","196003","1960M03","006","Clones","Number","57.3"
"MTM03C1","Total Sunshine Hours","196003","1960M03","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196003","1960M03","008","Dublin airport","Number","55.5"
"MTM03C1","Total Sunshine Hours","196003","1960M03","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196003","1960M03","010","Kilkenny","Number","54.4"
"MTM03C1","Total Sunshine Hours","196003","1960M03","011","Malin head","Number","84.1"
"MTM03C1","Total Sunshine Hours","196003","1960M03","012","Mullingar","Number","59.6"
"MTM03C1","Total Sunshine Hours","196003","1960M03","013","Roches Point","Number","69.7"
"MTM03C1","Total Sunshine Hours","196003","1960M03","014","Rosslare","Number","75.8"
"MTM03C1","Total Sunshine Hours","196003","1960M03","015","Shannon airport","Number","73.3"
"MTM03C1","Total Sunshine Hours","196004","1960M04","001","Belmullet","Number","175"
"MTM03C1","Total Sunshine Hours","196004","1960M04","002","Birr","Number","130"
"MTM03C1","Total Sunshine Hours","196004","1960M04","003","Valentia Observatory","Number","178.8"
"MTM03C1","Total Sunshine Hours","196004","1960M04","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196004","1960M04","005","Claremorris","Number","134.7"
"MTM03C1","Total Sunshine Hours","196004","1960M04","006","Clones","Number","145.3"
"MTM03C1","Total Sunshine Hours","196004","1960M04","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196004","1960M04","008","Dublin airport","Number","176.5"
"MTM03C1","Total Sunshine Hours","196004","1960M04","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196004","1960M04","010","Kilkenny","Number","172.5"
"MTM03C1","Total Sunshine Hours","196004","1960M04","011","Malin head","Number","169.1"
"MTM03C1","Total Sunshine Hours","196004","1960M04","012","Mullingar","Number","153.5"
"MTM03C1","Total Sunshine Hours","196004","1960M04","013","Roches Point","Number","206.1"
"MTM03C1","Total Sunshine Hours","196004","1960M04","014","Rosslare","Number","203"
"MTM03C1","Total Sunshine Hours","196004","1960M04","015","Shannon airport","Number","139.3"
"MTM03C1","Total Sunshine Hours","196005","1960M05","001","Belmullet","Number","198.4"
"MTM03C1","Total Sunshine Hours","196005","1960M05","002","Birr","Number","183.3"
"MTM03C1","Total Sunshine Hours","196005","1960M05","003","Valentia Observatory","Number","165.7"
"MTM03C1","Total Sunshine Hours","196005","1960M05","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196005","1960M05","005","Claremorris","Number","170.4"
"MTM03C1","Total Sunshine Hours","196005","1960M05","006","Clones","Number","182.4"
"MTM03C1","Total Sunshine Hours","196005","1960M05","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196005","1960M05","008","Dublin airport","Number","210.9"
"MTM03C1","Total Sunshine Hours","196005","1960M05","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196005","1960M05","010","Kilkenny","Number","194.9"
"MTM03C1","Total Sunshine Hours","196005","1960M05","011","Malin head","Number","216.2"
"MTM03C1","Total Sunshine Hours","196005","1960M05","012","Mullingar","Number","188.3"
"MTM03C1","Total Sunshine Hours","196005","1960M05","013","Roches Point","Number","197.8"
"MTM03C1","Total Sunshine Hours","196005","1960M05","014","Rosslare","Number","239.9"
"MTM03C1","Total Sunshine Hours","196005","1960M05","015","Shannon airport","Number","172.5"
"MTM03C1","Total Sunshine Hours","196006","1960M06","001","Belmullet","Number","220.6"
"MTM03C1","Total Sunshine Hours","196006","1960M06","002","Birr","Number","199.8"
"MTM03C1","Total Sunshine Hours","196006","1960M06","003","Valentia Observatory","Number","205.3"
"MTM03C1","Total Sunshine Hours","196006","1960M06","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196006","1960M06","005","Claremorris","Number","182.8"
"MTM03C1","Total Sunshine Hours","196006","1960M06","006","Clones","Number","206.7"
"MTM03C1","Total Sunshine Hours","196006","1960M06","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196006","1960M06","008","Dublin airport","Number","241.6"
"MTM03C1","Total Sunshine Hours","196006","1960M06","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196006","1960M06","010","Kilkenny","Number","206.2"
"MTM03C1","Total Sunshine Hours","196006","1960M06","011","Malin head","Number","223.3"
"MTM03C1","Total Sunshine Hours","196006","1960M06","012","Mullingar","Number","227.7"
"MTM03C1","Total Sunshine Hours","196006","1960M06","013","Roches Point","Number","226.3"
"MTM03C1","Total Sunshine Hours","196006","1960M06","014","Rosslare","Number","251"
"MTM03C1","Total Sunshine Hours","196006","1960M06","015","Shannon airport","Number","195.8"
"MTM03C1","Total Sunshine Hours","196007","1960M07","001","Belmullet","Number","171.3"
"MTM03C1","Total Sunshine Hours","196007","1960M07","002","Birr","Number","130.4"
"MTM03C1","Total Sunshine Hours","196007","1960M07","003","Valentia Observatory","Number","147.2"
"MTM03C1","Total Sunshine Hours","196007","1960M07","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196007","1960M07","005","Claremorris","Number","114.5"
"MTM03C1","Total Sunshine Hours","196007","1960M07","006","Clones","Number","115.8"
"MTM03C1","Total Sunshine Hours","196007","1960M07","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196007","1960M07","008","Dublin airport","Number","173.1"
"MTM03C1","Total Sunshine Hours","196007","1960M07","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196007","1960M07","010","Kilkenny","Number","153.3"
"MTM03C1","Total Sunshine Hours","196007","1960M07","011","Malin head","Number","153.2"
"MTM03C1","Total Sunshine Hours","196007","1960M07","012","Mullingar","Number","151.8"
"MTM03C1","Total Sunshine Hours","196007","1960M07","013","Roches Point","Number","169.4"
"MTM03C1","Total Sunshine Hours","196007","1960M07","014","Rosslare","Number","204.7"
"MTM03C1","Total Sunshine Hours","196007","1960M07","015","Shannon airport","Number","143.4"
"MTM03C1","Total Sunshine Hours","196008","1960M08","001","Belmullet","Number","194.2"
"MTM03C1","Total Sunshine Hours","196008","1960M08","002","Birr","Number","161.4"
"MTM03C1","Total Sunshine Hours","196008","1960M08","003","Valentia Observatory","Number","200.7"
"MTM03C1","Total Sunshine Hours","196008","1960M08","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196008","1960M08","005","Claremorris","Number","144.1"
"MTM03C1","Total Sunshine Hours","196008","1960M08","006","Clones","Number","128.5"
"MTM03C1","Total Sunshine Hours","196008","1960M08","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196008","1960M08","008","Dublin airport","Number","175.2"
"MTM03C1","Total Sunshine Hours","196008","1960M08","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196008","1960M08","010","Kilkenny","Number","183"
"MTM03C1","Total Sunshine Hours","196008","1960M08","011","Malin head","Number","191.5"
"MTM03C1","Total Sunshine Hours","196008","1960M08","012","Mullingar","Number","158.3"
"MTM03C1","Total Sunshine Hours","196008","1960M08","013","Roches Point","Number","190.7"
"MTM03C1","Total Sunshine Hours","196008","1960M08","014","Rosslare","Number","210.8"
"MTM03C1","Total Sunshine Hours","196008","1960M08","015","Shannon airport","Number","182.8"
"MTM03C1","Total Sunshine Hours","196009","1960M09","001","Belmullet","Number","110.1"
"MTM03C1","Total Sunshine Hours","196009","1960M09","002","Birr","Number","118.7"
"MTM03C1","Total Sunshine Hours","196009","1960M09","003","Valentia Observatory","Number","123.9"
"MTM03C1","Total Sunshine Hours","196009","1960M09","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196009","1960M09","005","Claremorris","Number","89.6"
"MTM03C1","Total Sunshine Hours","196009","1960M09","006","Clones","Number","100.4"
"MTM03C1","Total Sunshine Hours","196009","1960M09","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196009","1960M09","008","Dublin airport","Number","119.2"
"MTM03C1","Total Sunshine Hours","196009","1960M09","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196009","1960M09","010","Kilkenny","Number","130.3"
"MTM03C1","Total Sunshine Hours","196009","1960M09","011","Malin head","Number","149.6"
"MTM03C1","Total Sunshine Hours","196009","1960M09","012","Mullingar","Number","113.2"
"MTM03C1","Total Sunshine Hours","196009","1960M09","013","Roches Point","Number","133.8"
"MTM03C1","Total Sunshine Hours","196009","1960M09","014","Rosslare","Number","149.6"
"MTM03C1","Total Sunshine Hours","196009","1960M09","015","Shannon airport","Number","131.7"
"MTM03C1","Total Sunshine Hours","196010","1960M10","001","Belmullet","Number","82"
"MTM03C1","Total Sunshine Hours","196010","1960M10","002","Birr","Number","82.2"
"MTM03C1","Total Sunshine Hours","196010","1960M10","003","Valentia Observatory","Number","101.5"
"MTM03C1","Total Sunshine Hours","196010","1960M10","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","196010","1960M10","005","Claremorris","Number","67.4"
"MTM03C1","Total Sunshine Hours","196010","1960M10","006","Clones","Number","56.5"
"MTM03C1","Total Sunshine Hours","196010","1960M10","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","196010","1960M10","008","Dublin airport","Number","78.9"
"MTM03C1","Total Sunshine Hours","196010","1960M10","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","196010","1960M10","010","Kilkenny","Number","82.2"
"MTM03C1","Total Sunshine Hours","196010","1960M10","011","Malin head","Number","54.8"
"MTM03C1","Total Sunshine Hours","196010","1960M10","012","Mullingar","Number","83.7"
"MTM03C1","Total Sunshine Hours","196010","1960M10","013","Roches Point","Number","112.6"
"MTM03C1","Total Sunshine Hours","196010","1960M10","014","Rosslare","Number","101.6"
"MTM03C1","Total Sunshine Hours","196010","1960M10","015","Shannon airport","Number","87.4"
"MTM03C1","Total Sunshine Hours","196011","1960M11","001","Belmullet","Number","48.7"
"MTM03C1","Total Sunshine Hours","196011","1960M11","002","Birr","Number","69.4"
"MTM03C1","Total Sunshine Hours","196011","1960M11","003","Valentia Observatory","Number","54.1"
